case_id,group,split,variant,status,physical_hash,latency_s,candidate_count,positive_count,recall_at_10,recall_at_20,physical_cache_hit
eval-time_boundary-2,time_boundary,dev,A1,PASS,a3673a7b15cb54adb7e9e080707382c7be0a01ded72cc2c9edea00940c13d070,0.003174500016029924,23,0,,,True
eval-time_boundary-2,time_boundary,dev,A2,PASS,a3673a7b15cb54adb7e9e080707382c7be0a01ded72cc2c9edea00940c13d070,0.005313041998306289,23,0,,,True
eval-time_boundary-2,time_boundary,dev,A5,PASS,a3673a7b15cb54adb7e9e080707382c7be0a01ded72cc2c9edea00940c13d070,0.0054275829752441496,23,0,,,True
eval-time_boundary-2,time_boundary,dev,A3,DEFERRED_USER,a3673a7b15cb54adb7e9e080707382c7be0a01ded72cc2c9edea00940c13d070,,,,,,
eval-time_boundary-2,time_boundary,dev,A4,DEFERRED_USER,a3673a7b15cb54adb7e9e080707382c7be0a01ded72cc2c9edea00940c13d070,,,,,,
eval-time_boundary-3,time_boundary,dev,A0,PASS,017cb8b34b18b4bcaf6531bc1054dab8b21688570b95c142526b229f0db41267,0.0035564159916248173,23,0,,,False
eval-time_boundary-3,time_boundary,dev,A1,PASS,017cb8b34b18b4bcaf6531bc1054dab8b21688570b95c142526b229f0db41267,0.003136417013593018,23,0,,,True
eval-time_boundary-3,time_boundary,dev,A2,PASS,017cb8b34b18b4bcaf6531bc1054dab8b21688570b95c142526b229f0db41267,0.005479125014971942,23,0,,,True
eval-time_boundary-3,time_boundary,dev,A5,PASS,017cb8b34b18b4bcaf6531bc1054dab8b21688570b95c142526b229f0db41267,0.005439083004603162,23,0,,,True
eval-time_boundary-3,time_boundary,dev,A3,DEFERRED_USER,017cb8b34b18b4bcaf6531bc1054dab8b21688570b95c142526b229f0db41267,,,,,,
eval-time_boundary-3,time_boundary,dev,A4,DEFERRED_USER,017cb8b34b18b4bcaf6531bc1054dab8b21688570b95c142526b229f0db41267,,,,,,
eval-vehicle_class-0,vehicle_class,dev,A0,PASS,c794218fd98eb98135d71a0cd7ba000ce7ee811a07e401812a470deb9df74278,0.0035820000048261136,23,0,,,False
eval-vehicle_class-0,vehicle_class,dev,A1,PASS,c794218fd98eb98135d71a0cd7ba000ce7ee811a07e401812a470deb9df74278,0.003129167016595602,23,0,,,True
eval-vehicle_class-0,vehicle_class,dev,A2,PASS,c794218fd98eb98135d71a0cd7ba000ce7ee811a07e401812a470deb9df74278,0.005510541028343141,23,0,,,True
eval-vehicle_class-0,vehicle_class,dev,A5,PASS,c794218fd98eb98135d71a0cd7ba000ce7ee811a07e401812a470deb9df74278,0.00531299997237511,23,0,,,True
eval-vehicle_class-0,vehicle_class,dev,A3,DEFERRED_USER,c794218fd98eb98135d71a0cd7ba000ce7ee811a07e401812a470deb9df74278,,,,,,
eval-vehicle_class-0,vehicle_class,dev,A4,DEFERRED_USER,c794218fd98eb98135d71a0cd7ba000ce7ee811a07e401812a470deb9df74278,,,,,,
eval-vehicle_class-1,vehicle_class,dev,A0,PASS,de6cae213e8c04a9b4e110cd7437ddb8d57c969a9658636637f44d0ada85324d,0.003551417001290247,23,0,,,False
eval-vehicle_class-1,vehicle_class,dev,A1,PASS,de6cae213e8c04a9b4e110cd7437ddb8d57c969a9658636637f44d0ada85324d,0.0030799579981248826,23,0,,,True
eval-vehicle_class-1,vehicle_class,dev,A2,PASS,de6cae213e8c04a9b4e110cd7437ddb8d57c969a9658636637f44d0ada85324d,0.00564366698381491,23,0,,,True
eval-vehicle_class-1,vehicle_class,dev,A5,PASS,de6cae213e8c04a9b4e110cd7437ddb8d57c969a9658636637f44d0ada85324d,0.005376083980081603,23,0,,,True
eval-vehicle_class-1,vehicle_class,dev,A3,DEFERRED_USER,de6cae213e8c04a9b4e110cd7437ddb8d57c969a9658636637f44d0ada85324d,,,,,,
eval-vehicle_class-1,vehicle_class,dev,A4,DEFERRED_USER,de6cae213e8c04a9b4e110cd7437ddb8d57c969a9658636637f44d0ada85324d,,,,,,
eval-vehicle_class-2,vehicle_class,dev,A0,PASS,bb577409c606a64c40c7c6bc7c18b2d13779976acb7a0f06352a5b105dd5d97d,0.0035969590244349092,23,0,,,False
eval-vehicle_class-2,vehicle_class,dev,A1,PASS,bb577409c606a64c40c7c6bc7c18b2d13779976acb7a0f06352a5b105dd5d97d,0.0031756249954923987,23,0,,,True
eval-vehicle_class-2,vehicle_class,dev,A2,PASS,bb577409c606a64c40c7c6bc7c18b2d13779976acb7a0f06352a5b105dd5d97d,0.005117084016092122,23,0,,,True
eval-vehicle_class-2,vehicle_class,dev,A5,PASS,bb577409c606a64c40c7c6bc7c18b2d13779976acb7a0f06352a5b105dd5d97d,0.005369208985939622,23,0,,,True
eval-vehicle_class-2,vehicle_class,dev,A3,DEFERRED_USER,bb577409c606a64c40c7c6bc7c18b2d13779976acb7a0f06352a5b105dd5d97d,,,,,,
eval-vehicle_class-2,vehicle_class,dev,A4,DEFERRED_USER,bb577409c606a64c40c7c6bc7c18b2d13779976acb7a0f06352a5b105dd5d97d,,,,,,
eval-vehicle_class-3,vehicle_class,dev,A0,PASS,66568f654bcd2e2675b3b1bb4cedb709073b7efb7df3ba1d2fb5f38f4ab5191f,0.0035930839949287474,23,0,,,False
eval-vehicle_class-3,vehicle_class,dev,A1,PASS,66568f654bcd2e2675b3b1bb4cedb709073b7efb7df3ba1d2fb5f38f4ab5191f,0.0031236249778885394,23,0,,,True
eval-vehicle_class-3,vehicle_class,dev,A2,PASS,66568f654bcd2e2675b3b1bb4cedb709073b7efb7df3ba1d2fb5f38f4ab5191f,0.005133166996529326,23,0,,,True
eval-vehicle_class-3,vehicle_class,dev,A5,PASS,66568f654bcd2e2675b3b1bb4cedb709073b7efb7df3ba1d2fb5f38f4ab5191f,0.005547834007302299,23,0,,,True
eval-vehicle_class-3,vehicle_class,dev,A3,DEFERRED_USER,66568f654bcd2e2675b3b1bb4cedb709073b7efb7df3ba1d2fb5f38f4ab5191f,,,,,,
eval-vehicle_class-3,vehicle_class,dev,A4,DEFERRED_USER,66568f654bcd2e2675b3b1bb4cedb709073b7efb7df3ba1d2fb5f38f4ab5191f,,,,,,
eval-missing_data-0,missing_data,dev,A0,PASS,f9e78f23009f843c1298b965d4a6f5a095c0bab8e7942607b217944366d8a525,0.0035035830223932862,22,0,,,False
eval-missing_data-0,missing_data,dev,A1,PASS,f9e78f23009f843c1298b965d4a6f5a095c0bab8e7942607b217944366d8a525,0.0031222919933497906,22,0,,,True
eval-missing_data-0,missing_data,dev,A2,PASS,f9e78f23009f843c1298b965d4a6f5a095c0bab8e7942607b217944366d8a525,0.004977000004146248,22,0,,,True
eval-missing_data-0,missing_data,dev,A5,PASS,f9e78f23009f843c1298b965d4a6f5a095c0bab8e7942607b217944366d8a525,0.005380667018471286,22,0,,,True
eval-missing_data-0,missing_data,dev,A3,DEFERRED_USER,f9e78f23009f843c1298b965d4a6f5a095c0bab8e7942607b217944366d8a525,,,,,,
eval-missing_data-0,missing_data,dev,A4,DEFERRED_USER,f9e78f23009f843c1298b965d4a6f5a095c0bab8e7942607b217944366d8a525,,,,,,
eval-missing_data-1,missing_data,dev,A0,PASS,77c2a7f4ea25f058addf8789e28f7b9d53c38f3d61ec4c399bc6dc6a3d6c55bf,0.003336541005410254,22,0,,,False
eval-missing_data-1,missing_data,dev,A1,PASS,77c2a7f4ea25f058addf8789e28f7b9d53c38f3d61ec4c399bc6dc6a3d6c55bf,0.003118749998975545,22,0,,,True
eval-missing_data-1,missing_data,dev,A2,PASS,77c2a7f4ea25f058addf8789e28f7b9d53c38f3d61ec4c399bc6dc6a3d6c55bf,0.005100874986965209,22,0,,,True
eval-missing_data-1,missing_data,dev,A5,PASS,77c2a7f4ea25f058addf8789e28f7b9d53c38f3d61ec4c399bc6dc6a3d6c55bf,0.005368249985622242,22,0,,,True
eval-missing_data-1,missing_data,dev,A3,DEFERRED_USER,77c2a7f4ea25f058addf8789e28f7b9d53c38f3d61ec4c399bc6dc6a3d6c55bf,,,,,,
eval-missing_data-1,missing_data,dev,A4,DEFERRED_USER,77c2a7f4ea25f058addf8789e28f7b9d53c38f3d61ec4c399bc6dc6a3d6c55bf,,,,,,
eval-missing_data-2,missing_data,dev,A0,PASS,f4bf1ede2ea23c73cbe60aa3bab9d6148c31167aa35290f17880c8c2e4e0dac2,0.008800207986496389,22,0,,,False
eval-missing_data-2,missing_data,dev,A1,PASS,f4bf1ede2ea23c73cbe60aa3bab9d6148c31167aa35290f17880c8c2e4e0dac2,0.0032415830064564943,22,0,,,True
eval-missing_data-2,missing_data,dev,A2,PASS,f4bf1ede2ea23c73cbe60aa3bab9d6148c31167aa35290f17880c8c2e4e0dac2,0.004940957995131612,22,0,,,True
eval-missing_data-2,missing_data,dev,A5,PASS,f4bf1ede2ea23c73cbe60aa3bab9d6148c31167aa35290f17880c8c2e4e0dac2,0.005145249975612387,22,0,,,True
eval-missing_data-2,missing_data,dev,A3,DEFERRED_USER,f4bf1ede2ea23c73cbe60aa3bab9d6148c31167aa35290f17880c8c2e4e0dac2,,,,,,
eval-missing_data-2,missing_data,dev,A4,DEFERRED_USER,f4bf1ede2ea23c73cbe60aa3bab9d6148c31167aa35290f17880c8c2e4e0dac2,,,,,,
eval-missing_data-3,missing_data,dev,A0,PASS,427d984c9bb35771625acb5bf8c1d961f7543d022a67983bb0ee833907102a38,0.0034967910032719374,22,0,,,False
eval-missing_data-3,missing_data,dev,A1,PASS,427d984c9bb35771625acb5bf8c1d961f7543d022a67983bb0ee833907102a38,0.0029997919918969274,22,0,,,True
eval-missing_data-3,missing_data,dev,A2,PASS,427d984c9bb35771625acb5bf8c1d961f7543d022a67983bb0ee833907102a38,0.005501833016751334,22,0,,,True
eval-missing_data-3,missing_data,dev,A5,PASS,427d984c9bb35771625acb5bf8c1d961f7543d022a67983bb0ee833907102a38,0.005112541984999552,22,0,,,True
eval-missing_data-3,missing_data,dev,A3,DEFERRED_USER,427d984c9bb35771625acb5bf8c1d961f7543d022a67983bb0ee833907102a38,,,,,,
eval-missing_data-3,missing_data,dev,A4,DEFERRED_USER,427d984c9bb35771625acb5bf8c1d961f7543d022a67983bb0ee833907102a38,,,,,,
eval-zero_disturbance-0,zero_disturbance,test,A0,PASS,36f3ff5451d73d888d8532846b366bcc80e34cc3c424e4acd1dc8965daedf57e,0.0037526669912040234,23,0,,,False
eval-zero_disturbance-0,zero_disturbance,test,A1,PASS,36f3ff5451d73d888d8532846b366bcc80e34cc3c424e4acd1dc8965daedf57e,0.0031082920031622052,23,0,,,True
eval-zero_disturbance-0,zero_disturbance,test,A2,PASS,36f3ff5451d73d888d8532846b366bcc80e34cc3c424e4acd1dc8965daedf57e,0.005247374996542931,23,0,,,True
eval-zero_disturbance-0,zero_disturbance,test,A5,PASS,36f3ff5451d73d888d8532846b366bcc80e34cc3c424e4acd1dc8965daedf57e,0.005468666000524536,23,0,,,True
eval-zero_disturbance-0,zero_disturbance,test,A3,DEFERRED_USER,36f3ff5451d73d888d8532846b366bcc80e34cc3c424e4acd1dc8965daedf57e,,,,,,
eval-zero_disturbance-0,zero_disturbance,test,A4,DEFERRED_USER,36f3ff5451d73d888d8532846b366bcc80e34cc3c424e4acd1dc8965daedf57e,,,,,,
eval-zero_disturbance-1,zero_disturbance,test,A0,PASS,2ae7516e34a7bfed6d6414706b56525228558411ac15d6aa99f08d401766319a,0.0035686659975908697,23,0,,,False
eval-zero_disturbance-1,zero_disturbance,test,A1,PASS,2ae7516e34a7bfed6d6414706b56525228558411ac15d6aa99f08d401766319a,0.002960124984383583,23,0,,,True
eval-zero_disturbance-1,zero_disturbance,test,A2,PASS,2ae7516e34a7bfed6d6414706b56525228558411ac15d6aa99f08d401766319a,0.005118042026879266,23,0,,,True
eval-zero_disturbance-1,zero_disturbance,test,A5,PASS,2ae7516e34a7bfed6d6414706b56525228558411ac15d6aa99f08d401766319a,0.005255750002106652,23,0,,,True
eval-zero_disturbance-1,zero_disturbance,test,A3,DEFERRED_USER,2ae7516e34a7bfed6d6414706b56525228558411ac15d6aa99f08d401766319a,,,,,,
eval-zero_disturbance-1,zero_disturbance,test,A4,DEFERRED_USER,2ae7516e34a7bfed6d6414706b56525228558411ac15d6aa99f08d401766319a,,,,,,
eval-zero_disturbance-2,zero_disturbance,test,A0,PASS,c3e97034e257997adfa4024aa6006e4d4901c29e3a8c7ab936b28181b501a29d,0.003643750009359792,23,0,,,False
eval-zero_disturbance-2,zero_disturbance,test,A1,PASS,c3e97034e257997adfa4024aa6006e4d4901c29e3a8c7ab936b28181b501a29d,0.003144457994494587,23,0,,,True
eval-zero_disturbance-2,zero_disturbance,test,A2,PASS,c3e97034e257997adfa4024aa6006e4d4901c29e3a8c7ab936b28181b501a29d,0.005108042008941993,23,0,,,True
eval-zero_disturbance-2,zero_disturbance,test,A5,PASS,c3e97034e257997adfa4024aa6006e4d4901c29e3a8c7ab936b28181b501a29d,0.005184083012863994,23,0,,,True
eval-zero_disturbance-2,zero_disturbance,test,A3,DEFERRED_USER,c3e97034e257997adfa4024aa6006e4d4901c29e3a8c7ab936b28181b501a29d,,,,,,
eval-zero_disturbance-2,zero_disturbance,test,A4,DEFERRED_USER,c3e97034e257997adfa4024aa6006e4d4901c29e3a8c7ab936b28181b501a29d,,,,,,
eval-zero_disturbance-3,zero_disturbance,test,A0,PASS,3ab6cb483bf4fea46c1bf26180ad97863046a6f6d4fa1ac6fd8a2c49cf8036ea,0.003440750006120652,23,0,,,False
eval-zero_disturbance-3,zero_disturbance,test,A1,PASS,3ab6cb483bf4fea46c1bf26180ad97863046a6f6d4fa1ac6fd8a2c49cf8036ea,0.003142166999168694,23,0,,,True
eval-zero_disturbance-3,zero_disturbance,test,A2,PASS,3ab6cb483bf4fea46c1bf26180ad97863046a6f6d4fa1ac6fd8a2c49cf8036ea,0.0055477499845437706,23,0,,,True
eval-zero_disturbance-3,zero_disturbance,test,A5,PASS,3ab6cb483bf4fea46c1bf26180ad97863046a6f6d4fa1ac6fd8a2c49cf8036ea,0.005374667001888156,23,0,,,True
eval-zero_disturbance-3,zero_disturbance,test,A3,DEFERRED_USER,3ab6cb483bf4fea46c1bf26180ad97863046a6f6d4fa1ac6fd8a2c49cf8036ea,,,,,,
eval-zero_disturbance-3,zero_disturbance,test,A4,DEFERRED_USER,3ab6cb483bf4fea46c1bf26180ad97863046a6f6d4fa1ac6fd8a2c49cf8036ea,,,,,,
eval-candidate_noise-0,candidate_noise,test,A0,PASS,898c1269c087b9b82f413062ad1388c8b68ba31b95a241dfcaeece3e2cb57ac2,0.004418500000610948,23,1,1.0,1.0,False
eval-candidate_noise-0,candidate_noise,test,A1,PASS,898c1269c087b9b82f413062ad1388c8b68ba31b95a241dfcaeece3e2cb57ac2,0.00392566600930877,23,1,1.0,1.0,True
eval-candidate_noise-0,candidate_noise,test,A2,PASS,898c1269c087b9b82f413062ad1388c8b68ba31b95a241dfcaeece3e2cb57ac2,0.006672957999398932,23,1,1.0,1.0,True
eval-candidate_noise-0,candidate_noise,test,A5,PASS,898c1269c087b9b82f413062ad1388c8b68ba31b95a241dfcaeece3e2cb57ac2,0.00677545802318491,23,1,1.0,1.0,True
eval-candidate_noise-0,candidate_noise,test,A3,DEFERRED_USER,898c1269c087b9b82f413062ad1388c8b68ba31b95a241dfcaeece3e2cb57ac2,,,,,,
eval-candidate_noise-0,candidate_noise,test,A4,DEFERRED_USER,898c1269c087b9b82f413062ad1388c8b68ba31b95a241dfcaeece3e2cb57ac2,,,,,,
eval-candidate_noise-1,candidate_noise,test,A0,PASS,c94c0a56a04d7c72f9b5503324048239739030332e56e5a5eedbb09df8351c21,0.004381375008961186,23,1,1.0,1.0,False
eval-candidate_noise-1,candidate_noise,test,A1,PASS,c94c0a56a04d7c72f9b5503324048239739030332e56e5a5eedbb09df8351c21,0.004103833984117955,23,1,1.0,1.0,True
eval-candidate_noise-1,candidate_noise,test,A2,PASS,c94c0a56a04d7c72f9b5503324048239739030332e56e5a5eedbb09df8351c21,0.006483625009423122,23,1,1.0,1.0,True
eval-candidate_noise-1,candidate_noise,test,A5,PASS,c94c0a56a04d7c72f9b5503324048239739030332e56e5a5eedbb09df8351c21,0.006728667009156197,23,1,1.0,1.0,True
eval-candidate_noise-1,candidate_noise,test,A3,DEFERRED_USER,c94c0a56a04d7c72f9b5503324048239739030332e56e5a5eedbb09df8351c21,,,,,,
eval-candidate_noise-1,candidate_noise,test,A4,DEFERRED_USER,c94c0a56a04d7c72f9b5503324048239739030332e56e5a5eedbb09df8351c21,,,,,,
eval-candidate_noise-2,candidate_noise,test,A0,PASS,e82f4cc1a70aba27e42a852abd99561b02604c23d58a95ca4ff9921affc846e0,0.004302707995520905,23,1,1.0,1.0,False
eval-candidate_noise-2,candidate_noise,test,A1,PASS,e82f4cc1a70aba27e42a852abd99561b02604c23d58a95ca4ff9921affc846e0,0.00395129100070335,23,1,1.0,1.0,True
eval-candidate_noise-2,candidate_noise,test,A2,PASS,e82f4cc1a70aba27e42a852abd99561b02604c23d58a95ca4ff9921affc846e0,0.006426249979995191,23,1,1.0,1.0,True
eval-candidate_noise-2,candidate_noise,test,A5,PASS,e82f4cc1a70aba27e42a852abd99561b02604c23d58a95ca4ff9921affc846e0,0.0066137090034317225,23,1,1.0,1.0,True
eval-candidate_noise-2,candidate_noise,test,A3,DEFERRED_USER,e82f4cc1a70aba27e42a852abd99561b02604c23d58a95ca4ff9921affc846e0,,,,,,
eval-candidate_noise-2,candidate_noise,test,A4,DEFERRED_USER,e82f4cc1a70aba27e42a852abd99561b02604c23d58a95ca4ff9921affc846e0,,,,,,
eval-candidate_noise-3,candidate_noise,test,A0,PASS,ef062c388942fb856411068e0ef2f657838e321427f2e7cd4a2bbe6bed1fad98,0.004323082976043224,23,1,1.0,1.0,False
eval-candidate_noise-3,candidate_noise,test,A1,PASS,ef062c388942fb856411068e0ef2f657838e321427f2e7cd4a2bbe6bed1fad98,0.003955791995394975,23,1,1.0,1.0,True
eval-candidate_noise-3,candidate_noise,test,A2,PASS,ef062c388942fb856411068e0ef2f657838e321427f2e7cd4a2bbe6bed1fad98,0.006389458023477346,23,1,1.0,1.0,True
eval-candidate_noise-3,candidate_noise,test,A5,PASS,ef062c388942fb856411068e0ef2f657838e321427f2e7cd4a2bbe6bed1fad98,0.006636584002990276,23,1,1.0,1.0,True
eval-candidate_noise-3,candidate_noise,test,A3,DEFERRED_USER,ef062c388942fb856411068e0ef2f657838e321427f2e7cd4a2bbe6bed1fad98,,,,,,
eval-candidate_noise-3,candidate_noise,test,A4,DEFERRED_USER,ef062c388942fb856411068e0ef2f657838e321427f2e7cd4a2bbe6bed1fad98,,,,,,
eval-multi_relation-0,multi_relation,test,A0,PASS,e6a3b6158c6fa1b34b1a3d27f85fccd1e619536f5e5e4c5bdfe435235a5e37d0,0.004881834000116214,23,2,1.0,1.0,False
eval-multi_relation-0,multi_relation,test,A1,PASS,e6a3b6158c6fa1b34b1a3d27f85fccd1e619536f5e5e4c5bdfe435235a5e37d0,0.004495749977650121,23,2,1.0,1.0,True
eval-multi_relation-0,multi_relation,test,A2,PASS,e6a3b6158c6fa1b34b1a3d27f85fccd1e619536f5e5e4c5bdfe435235a5e37d0,0.007692208979278803,23,2,1.0,1.0,True
eval-multi_relation-0,multi_relation,test,A5,PASS,e6a3b6158c6fa1b34b1a3d27f85fccd1e619536f5e5e4c5bdfe435235a5e37d0,0.007749499985948205,23,2,1.0,1.0,True
eval-multi_relation-0,multi_relation,test,A3,DEFERRED_USER,e6a3b6158c6fa1b34b1a3d27f85fccd1e619536f5e5e4c5bdfe435235a5e37d0,,,,,,
eval-multi_relation-0,multi_relation,test,A4,DEFERRED_USER,e6a3b6158c6fa1b34b1a3d27f85fccd1e619536f5e5e4c5bdfe435235a5e37d0,,,,,,
eval-multi_relation-1,multi_relation,test,A0,PASS,5bb84c9fed27caa184fad555385b2858956a813c7f903684b8e36d24afe3cd42,0.0048849589948076755,23,2,1.0,1.0,False
eval-multi_relation-1,multi_relation,test,A1,PASS,5bb84c9fed27caa184fad555385b2858956a813c7f903684b8e36d24afe3cd42,0.004400207981234416,23,2,1.0,1.0,True
eval-multi_relation-1,multi_relation,test,A2,PASS,5bb84c9fed27caa184fad555385b2858956a813c7f903684b8e36d24afe3cd42,0.007958208996569738,23,2,1.0,1.0,True
eval-multi_relation-1,multi_relation,test,A5,PASS,5bb84c9fed27caa184fad555385b2858956a813c7f903684b8e36d24afe3cd42,0.007843291998142377,23,2,1.0,1.0,True
eval-multi_relation-1,multi_relation,test,A3,DEFERRED_USER,5bb84c9fed27caa184fad555385b2858956a813c7f903684b8e36d24afe3cd42,,,,,,
eval-multi_relation-1,multi_relation,test,A4,DEFERRED_USER,5bb84c9fed27caa184fad555385b2858956a813c7f903684b8e36d24afe3cd42,,,,,,
eval-multi_relation-2,multi_relation,test,A0,PASS,11137aae2529c05f65aaa5e0533e7a6804d68126c27eb16e0623ad1cba3623ac,0.004849457996897399,23,2,1.0,1.0,False
eval-multi_relation-2,multi_relation,test,A1,PASS,11137aae2529c05f65aaa5e0533e7a6804d68126c27eb16e0623ad1cba3623ac,0.0045809170114807785,23,2,1.0,1.0,True
eval-multi_relation-2,multi_relation,test,A2,PASS,11137aae2529c05f65aaa5e0533e7a6804d68126c27eb16e0623ad1cba3623ac,0.007685541000682861,23,2,1.0,1.0,True
eval-multi_relation-2,multi_relation,test,A5,PASS,11137aae2529c05f65aaa5e0533e7a6804d68126c27eb16e0623ad1cba3623ac,0.008091166993835941,23,2,1.0,1.0,True
eval-multi_relation-2,multi_relation,test,A3,DEFERRED_USER,11137aae2529c05f65aaa5e0533e7a6804d68126c27eb16e0623ad1cba3623ac,,,,,,
eval-multi_relation-2,multi_relation,test,A4,DEFERRED_USER,11137aae2529c05f65aaa5e0533e7a6804d68126c27eb16e0623ad1cba3623ac,,,,,,
eval-multi_relation-3,multi_relation,test,A0,PASS,dff3ea32837def4c983351e345b1e9fc8435aae62bdc8830335f847e4033f95d,0.005014333000872284,23,2,1.0,1.0,False
eval-multi_relation-3,multi_relation,test,A1,PASS,dff3ea32837def4c983351e345b1e9fc8435aae62bdc8830335f847e4033f95d,0.004772124986629933,23,2,1.0,1.0,True
eval-multi_relation-3,multi_relation,test,A2,PASS,dff3ea32837def4c983351e345b1e9fc8435aae62bdc8830335f847e4033f95d,0.007718500011833385,23,2,1.0,1.0,True
eval-multi_relation-3,multi_relation,test,A5,PASS,dff3ea32837def4c983351e345b1e9fc8435aae62bdc8830335f847e4033f95d,0.007916999980807304,23,2,1.0,1.0,True
eval-multi_relation-3,multi_relation,test,A3,DEFERRED_USER,dff3ea32837def4c983351e345b1e9fc8435aae62bdc8830335f847e4033f95d,,,,,,
eval-multi_relation-3,multi_relation,test,A4,DEFERRED_USER,dff3ea32837def4c983351e345b1e9fc8435aae62bdc8830335f847e4033f95d,,,,,,
